;Пробег;Модель;Цена;Год;Коробка передач;Кузов;Привод;Цвет;Двигатель
1513;104 535 км;Renault Logan I;230 000 ₽;2009;механика;седан;передний;серый;1.6 л/102л.с./Бензин
1514;16 562 км;Renault Logan II Рестайлинг Stepway;834 000 ₽;2019;механика;седан;передний;чёрный;1.6 л/113л.с./Бензин
1515;74 800 км;Renault Logan I Рестайлинг;390 000 ₽;2013;механика;седан;передний;серебристый;1.6 л/84л.с./Бензин
1516;27 480 км;Renault Logan II;790 000 ₽;2018;механика;седан;передний;белый;1.6 л/82л.с./Бензин
1517;124 130 км;Renault Logan I Рестайлинг;319 000 ₽;2012;механика;седан;передний;серебристый;1.6 л/102л.с./Бензин
1518;230 000 км;Renault Logan I;230 000 ₽;2007;механика;седан;передний;серый;1.6 л/87л.с./Бензин
1519;138 000 км;Renault Logan I Рестайлинг;390 000 ₽;2014;механика;седан;передний;серебристый;1.6 л/84л.с./Бензин
1520;40 000 км;Renault Logan II;699 000 ₽;2017;механика;седан;передний;белый;1.6 л/82л.с./Бензин
1521;22 475 км;Renault Logan II Рестайлинг Stepway;839 000 ₽;2019;механика;седан;передний;синий;1.6 л/113л.с./Бензин
1522;121 738 км;Renault Logan I Рестайлинг;399 000 ₽;2011;механика;седан;передний;красный;1.6 л/102л.с./Бензин
1523;161 885 км;Renault Logan I Рестайлинг;350 000 ₽;2012;автомат;седан;передний;чёрный;1.6 л/103л.с./Бензин
1524;233 000 км;Renault Logan I;155 000 ₽;2007;механика;седан;передний;синий;1.4 л/75л.с./Бензин
1525;168 429 км;Renault Logan II;360 000 ₽;2016;механика;седан;передний;белый;1.6 л/102л.с./Бензин
1526;152 000 км;Renault Logan I Рестайлинг;259 000 ₽;2012;механика;седан;передний;чёрный;1.4 л/75л.с./Бензин
1527;181 910 км;Renault Logan I Рестайлинг;240 000 ₽;2010;механика;седан;передний;красный;1.4 л/75л.с./Бензин
1528;184 000 км;Renault Logan I Рестайлинг;250 000 ₽;2011;механика;седан;передний;бежевый;1.4 л/75л.с./Бензин
1529;100 000 км;Renault Logan I Рестайлинг;215 000 ₽;2010;механика;седан;передний;серый;1.4 л/75л.с./Бензин
1530;Новый;Renault Logan II Рестайлинг Stepway;от 758 000 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/113л.с./Бензин
1531;Новый;Renault Logan II Рестайлинг Stepway;от 762 055 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/113л.с./Бензин
1532;155 450 км;Renault Logan II;420 000 ₽;2016;механика;седан;передний;белый;1.6 л/82л.с./Бензин
1533;75 549 км;Renault Logan I Рестайлинг;420 000 ₽;2010;механика;седан;передний;бежевый;1.6 л/84л.с./Бензин
1534;147 000 км;Renault Logan I Рестайлинг;320 000 ₽;2012;механика;седан;передний;чёрный;1.4 л/75л.с./Бензин
1535;142 600 км;Renault Logan I;250 000 ₽;2007;механика;седан;передний;чёрный;1.6 л/87л.с./Бензин
1536;264 000 км;Renault Logan I Рестайлинг;260 000 ₽;2013;механика;седан;передний;красный;1.4 л/75л.с./Бензин
1537;111 000 км;Renault Logan I Рестайлинг;320 000 ₽;2010;механика;седан;передний;красный;1.6 л/84л.с./Бензин
1538;171 861 км;Renault Logan I;130 000 ₽;2006;механика;седан;передний;серый;1.4 л/75л.с./Бензин
1539;150 000 км;Renault Logan I Рестайлинг;270 000 ₽;2013;механика;седан;передний;чёрный;1.4 л/75л.с./Бензин
1540;85 931 км;Renault Logan I;295 000 ₽;2008;механика;седан;передний;серый;1.6 л/87л.с./Бензин
1541;250 000 км;Renault Logan I;150 000 ₽;2007;механика;седан;передний;синий;1.4 л/75л.с./Бензин
1542;250 000 км;Renault Logan I Рестайлинг;190 000 ₽;2013;механика;седан;передний;белый;1.4 л/75л.с./Бензин
1543;128 075 км;Renault Logan II;529 000 ₽;2014;механика;седан;передний;синий;1.6 л/102л.с./Бензин
1544;145 100 км;Renault Logan II;394 000 ₽;2014;механика;седан;передний;белый;1.6 л/102л.с./Бензин
1545;175 237 км;Renault Logan I;220 000 ₽;2007;механика;седан;передний;чёрный;1.6 л/87л.с./Бензин
1546;134 590 км;Renault Logan I Рестайлинг;315 000 ₽;2012;механика;седан;передний;серебристый;1.6 л/84л.с./Бензин
1547;145 000 км;Renault Logan II;469 900 ₽;2014;механика;седан;передний;бежевый;1.6 л/82л.с./Бензин
1548;235 000 км;Renault Logan I Рестайлинг;329 000 ₽;2011;механика;седан;передний;белый;1.6 л/84л.с./Бензин
1549;Новый;Renault Logan II Рестайлинг;779 000 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
1550;79 888 км;Renault Logan II;559 890 ₽;2016;механика;седан;передний;чёрный;1.6 л/82л.с./Бензин
1551;Новый;Renault Logan II Рестайлинг;779 000 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
1552;Новый;Renault Logan II Рестайлинг;864 000 ₽;2021;автомат;седан;передний;Life;1.6 л/102л.с./Бензин
1553;Новый;Renault Logan II Рестайлинг;779 000 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
1554;Новый;Renault Logan II Рестайлинг;864 000 ₽;2021;автомат;седан;передний;Life;1.6 л/102л.с./Бензин
1555;Новый;Renault Logan II Рестайлинг;779 000 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
1556;119 200 км;Renault Logan I;145 000 ₽;2005;механика;седан;передний;белый;1.4 л/75л.с./Бензин
1557;Новый;Renault Logan II Рестайлинг;779 000 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
1558;164 000 км;Renault Logan I Рестайлинг;220 000 ₽;2010;механика;седан;передний;чёрный;1.4 л/75л.с./Бензин
1559;145 000 км;Renault Logan I;225 000 ₽;2006;механика;седан;передний;синий;1.6 л/87л.с./Бензин
1560;98 908 км;Renault Logan I Рестайлинг;370 000 ₽;2015;механика;седан;передний;серебристый;1.4 л/75л.с./Бензин
1561;129 000 км;Renault Logan I Рестайлинг;299 000 ₽;2010;механика;седан;передний;бежевый;1.4 л/75л.с./Бензин
1562;150 100 км;Renault Logan II;390 000 ₽;2018;механика;седан;передний;белый;1.6 л/82л.с./Бензин
1563;95 426 км;Renault Logan II;430 000 ₽;2018;механика;седан;передний;белый;1.6 л/82л.с./Бензин
1564;116 589 км;Renault Logan II;406 000 ₽;2018;механика;седан;передний;белый;1.6 л/82л.с./Бензин
1565;11 000 км;Renault Logan II Рестайлинг;820 000 ₽;2018;автомат;седан;передний;синий;1.6 л/102л.с./Бензин
1566;170 000 км;Renault Logan I Рестайлинг;252 000 ₽;2011;механика;седан;передний;красный;1.6 л/84л.с./Бензин
1567;300 000 км;Renault Logan I Рестайлинг;235 000 ₽;2010;механика;седан;передний;бежевый;1.6 л/102л.с./Бензин
1568;122 000 км;Renault Logan II;600 000 ₽;2015;автомат;седан;передний;белый;1.6 л/102л.с./Бензин
1569;82 000 км;Renault Logan II;440 000 ₽;2016;механика;седан;передний;чёрный;1.6 л/82л.с./Бензин
1570;79 044 км;Renault Logan I Рестайлинг;327 000 ₽;2012;механика;седан;передний;серебристый;1.6 л/84л.с./Бензин
1571;103 000 км;Renault Logan I Рестайлинг;285 000 ₽;2013;механика;седан;передний;чёрный;1.4 л/75л.с./Бензин
1572;3 600 км;Renault Logan II;560 000 ₽;2015;механика;седан;передний;белый;1.6 л/82л.с./Бензин
1573;Новый;Renault Logan II Рестайлинг;от 746 000 ₽;2021;автомат;седан;передний;Life;1.6 л/102л.с./Бензин
1574;171 800 км;Renault Logan I Рестайлинг;250 000 ₽;2012;механика;седан;передний;чёрный;1.4 л/75л.с./Бензин
1575;55 000 км;Renault Logan II;584 000 ₽;2016;механика;седан;передний;серый;1.6 л/113л.с./Бензин
1576;350 000 км;Renault Logan I Рестайлинг;350 000 ₽;2014;механика;седан;передний;чёрный;1.4 л/75л.с./Бензин
1577;558 000 км;Renault Logan I Рестайлинг;215 000 ₽;2010;механика;седан;передний;голубой;1.4 л/75л.с./Бензин
1578;Новый;Renault Logan II Рестайлинг Stepway;от 716 068 ₽;2020;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1579;114 000 км;Renault Logan II;467 000 ₽;2014;механика;седан;передний;белый;1.6 л/82л.с./Бензин
1580;53 000 км;Renault Logan I Рестайлинг;347 000 ₽;2015;автомат;седан;передний;чёрный;1.6 л/103л.с./Бензин
1581;Новый;Renault Logan II Рестайлинг Stepway;от 727 000 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1582;8 450 км;Renault Logan II Рестайлинг;795 000 ₽;2019;автомат;седан;передний;коричневый;1.6 л/102л.с./Бензин
1583;Новый;Renault Logan II Рестайлинг Stepway;839 000 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1584;267 000 км;Renault Logan I Рестайлинг;250 000 ₽;2014;механика;седан;передний;белый;1.4 л/75л.с./Бензин
1585;Новый;Renault Logan II Рестайлинг;от 686 000 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
1586;185 000 км;Renault Logan I;235 000 ₽;2005;механика;седан;передний;серый;1.6 л/87л.с./Бензин
1587;120 079 км;Renault Logan II;429 000 ₽;2014;механика;седан;передний;белый;1.6 л/82л.с./Бензин
1588;Новый;Renault Logan II Рестайлинг Stepway;839 000 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1589;Новый;Renault Logan II Рестайлинг Stepway;908 000 ₽;2021;автомат;седан;передний;Stepway Life;1.6 л/102л.с./Бензин
1590;20 319 км;Renault Logan II Рестайлинг;799 000 ₽;2019;автомат;седан;передний;белый;1.6 л/102л.с./Бензин
1591;Новый;Renault Logan II Рестайлинг;от 674 000 ₽;2020;механика;седан;передний;Life;1.6 л/82л.с./Бензин
1592;Новый;Renault Logan II Рестайлинг;от 768 500 ₽;2020;механика;седан;передний;Life;1.6 л/113л.с./Бензин
1593;Новый;Renault Logan II Рестайлинг;от 722 000 ₽;2021;механика;седан;передний;Life;1.6 л/113л.с./Бензин
1594;Новый;Renault Logan II Рестайлинг Stepway;819 000 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1595;Новый;Renault Logan II Рестайлинг;от 716 000 ₽;2021;механика;седан;передний;Life;1.6 л/113л.с./Бензин
1596;136 542 км;Renault Logan I Рестайлинг;299 000 ₽;2011;механика;седан;передний;чёрный;1.6 л/84л.с./Бензин
1597;Новый;Renault Logan II Рестайлинг Stepway;839 000 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1598;Новый;Renault Logan II Рестайлинг;от 843 700 ₽;2020;автомат;седан;передний;Drive;1.6 л/102л.с./Бензин
1599;182 475 км;Renault Logan II;388 000 ₽;2014;механика;седан;передний;белый;1.6 л/82л.с./Бензин
1600;Новый;Renault Logan II Рестайлинг Stepway;от 767 300 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1601;164 510 км;Renault Logan I Рестайлинг;329 000 ₽;2011;механика;седан;передний;чёрный;1.6 л/84л.с./Бензин
1602;151 200 км;Renault Logan I;247 000 ₽;2005;механика;седан;передний;серый;1.4 л/75л.с./Бензин
1603;Новый;Renault Logan II Рестайлинг Stepway;949 000 ₽;2021;механика;седан;передний;Stepway Drive;1.6 л/113л.с./Бензин
1604;97 000 км;Renault Logan I Рестайлинг;330 600 ₽;2011;механика;седан;передний;бежевый;1.6 л/84л.с./Бензин
1605;100 000 км;Renault Logan II;500 000 ₽;2014;механика;седан;передний;синий;1.6 л/82л.с./Бензин
1606;Новый;Renault Logan II Рестайлинг Stepway;849 000 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1607;191 100 км;Renault Logan I Рестайлинг;299 000 ₽;2012;механика;седан;передний;бежевый;1.4 л/75л.с./Бензин
1608;Новый;Renault Logan II Рестайлинг;от 717 801 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
1609;Новый;Renault Logan II Рестайлинг;794 000 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
1610;178 106 км;Renault Logan II;630 000 ₽;2018;автомат;седан;передний;чёрный;1.6 л/102л.с./Бензин
1611;106 430 км;Renault Logan I;250 000 ₽;2008;механика;седан;передний;серебристый;1.4 л/75л.с./Бензин
1612;Новый;Renault Logan II Рестайлинг Stepway;809 000 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1613;8 000 км;Renault Logan II Рестайлинг;760 000 ₽;2020;механика;седан;передний;чёрный;1.6 л/82л.с./Бензин
1614;147 000 км;Renault Logan I Рестайлинг;349 000 ₽;2013;механика;седан;передний;серебристый;1.6 л/84л.с./Бензин
1615;Новый;Renault Logan II Рестайлинг;683 000 ₽;2021;механика;седан;передний;Access;1.6 л/82л.с./Бензин
1616;Новый;Renault Logan II Рестайлинг Stepway;от 634 000 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1617;Новый;Renault Logan II Рестайлинг;от 699 000 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
1618;12 765 км;Renault Logan II Рестайлинг;730 000 ₽;2018;автомат;седан;передний;синий;1.6 л/102л.с./Бензин
1619;181 500 км;Renault Logan I Рестайлинг;379 000 ₽;2012;механика;седан;передний;чёрный;1.4 л/75л.с./Бензин
1620;Новый;Renault Logan II Рестайлинг Stepway;839 000 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1621;Новый;Renault Logan II Рестайлинг Stepway;858 000 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1622;Новый;Renault Logan II Рестайлинг Stepway;918 000 ₽;2021;автомат;седан;передний;Stepway Life;1.6 л/102л.с./Бензин
1623;86 360 км;Renault Logan II;573 000 ₽;2017;механика;седан;передний;белый;1.6 л/82л.с./Бензин
1624;136 000 км;Renault Logan I Рестайлинг;289 000 ₽;2010;механика;седан;передний;синий;1.6 л/84л.с./Бензин
1625;123 137 км;Renault Logan II;425 000 ₽;2018;механика;седан;передний;белый;1.6 л/82л.с./Бензин
1626;37 085 км;Renault Logan II Рестайлинг;627 000 ₽;2019;механика;седан;передний;чёрный;1.6 л/82л.с./Бензин
1627;Новый;Renault Logan II Рестайлинг;от 564 000 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
1628;Новый;Renault Logan II Рестайлинг Stepway;от 768 000 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1629;33 000 км;Renault Logan II Рестайлинг;750 000 ₽;2019;автомат;седан;передний;белый;1.6 л/102л.с./Бензин
1630;Новый;Renault Logan II Рестайлинг Stepway;от 835 000 ₽;2021;вариатор;седан;передний;Stepway Life City;1.6 л/113л.с./Бензин
1631;Новый;Renault Logan II Рестайлинг Stepway;от 665 000 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/113л.с./Бензин
1632;380 000 км;Renault Logan I Рестайлинг;190 000 ₽;2010;механика;седан;передний;серый;1.4 л/75л.с./Бензин
1633;56 000 км;Renault Logan II;410 000 ₽;2018;механика;седан;передний;белый;1.6 л/82л.с./Бензин
1634;256 139 км;Renault Logan I;152 000 ₽;2007;механика;седан;передний;синий;1.6 л/87л.с./Бензин
1635;239 000 км;Renault Logan I Рестайлинг;299 000 ₽;2010;механика;седан;передний;чёрный;1.6 л/84л.с./Бензин
1636;321 000 км;Renault Logan I;245 000 ₽;2009;механика;седан;передний;белый;1.6 л/87л.с./Бензин
1637;Новый;Renault Logan II Рестайлинг;от 695 200 ₽;2021;автомат;седан;передний;Life;1.6 л/102л.с./Бензин
1638;Новый;Renault Logan II Рестайлинг Stepway;от 678 200 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/113л.с./Бензин
1639;11 124 км;Renault Logan II Рестайлинг Stepway;830 000 ₽;2020;механика;седан;передний;белый;1.6 л/82л.с./Бензин
1640;206 000 км;Renault Logan I;145 000 ₽;2006;механика;седан;передний;синий;1.4 л/75л.с./Бензин
1641;Новый;Renault Logan II Рестайлинг Stepway;от 688 200 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/113л.с./Бензин
1642;1 км;Renault Logan II Рестайлинг;771 000 ₽;2020;механика;седан;передний;чёрный;1.6 л/113л.с./Бензин
1643;465 000 км;Renault Logan I Рестайлинг;270 000 ₽;2010;механика;седан;передний;синий;1.6 л/84л.с./Бензин
1644;120 000 км;Renault Logan I Рестайлинг;365 000 ₽;2014;механика;седан;передний;бежевый;1.4 л/75л.с./Бензин
1645;Новый;Renault Logan II Рестайлинг;от 643 200 ₽;2021;механика;седан;передний;Life;1.6 л/113л.с./Бензин
1646;130 000 км;Renault Logan I Рестайлинг;350 000 ₽;2011;механика;седан;передний;чёрный;1.4 л/75л.с./Бензин
1647;195 000 км;Renault Logan I Рестайлинг;350 000 ₽;2012;механика;седан;передний;красный;1.6 л/84л.с./Бензин
1648;Новый;Renault Logan II Рестайлинг Stepway;от 779 000 ₽;2021;автомат;седан;передний;Stepway Drive;1.6 л/102л.с./Бензин
1649;Новый;Renault Logan II Рестайлинг;от 502 400 ₽;2021;механика;седан;передний;Access;1.6 л/82л.с./Бензин
1650;Новый;Renault Logan II Рестайлинг;от 502 400 ₽;2021;механика;седан;передний;Access;1.6 л/82л.с./Бензин
1651;84 000 км;Renault Logan I Рестайлинг;375 000 ₽;2013;механика;седан;передний;серебристый;1.6 л/84л.с./Бензин
1652;Новый;Renault Logan II Рестайлинг Stepway;от 808 600 ₽;2021;вариатор;седан;передний;Stepway Drive City;1.6 л/113л.с./Бензин
1653;Новый;Renault Logan II Рестайлинг Stepway;от 740 000 ₽;2021;механика;седан;передний;Stepway Drive;1.6 л/113л.с./Бензин
1654;164 500 км;Renault Logan I;170 000 ₽;2005;механика;седан;передний;синий;1.4 л/75л.с./Бензин
1655;Новый;Renault Logan II Рестайлинг;от 610 200 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
1656;Новый;Renault Logan II Рестайлинг;от 610 200 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
1657;Новый;Renault Logan II Рестайлинг Stepway;от 750 000 ₽;2021;механика;седан;передний;Stepway Drive;1.6 л/113л.с./Бензин
1658;Новый;Renault Logan II Рестайлинг Stepway;от 719 100 ₽;2021;автомат;седан;передний;Stepway Life;1.6 л/102л.с./Бензин
1659;Новый;Renault Logan II Рестайлинг Stepway;от 786 000 ₽;2021;автомат;седан;передний;Stepway Drive;1.6 л/102л.с./Бензин
1660;Новый;Renault Logan II Рестайлинг;864 000 ₽;2021;автомат;седан;передний;Life;1.6 л/102л.с./Бензин
1661;170 000 км;Renault Logan II;415 000 ₽;2015;робот;седан;передний;серебристый;1.6 л/82л.с./Бензин
1662;Новый;Renault Logan II Рестайлинг Stepway;от 658 200 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1663;Новый;Renault Logan II Рестайлинг;от 608 000 ₽;2021;механика;седан;передний;Access;1.6 л/82л.с./Бензин
1664;Новый;Renault Logan II Рестайлинг;от 610 200 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
1665;Новый;Renault Logan II Рестайлинг;864 000 ₽;2021;автомат;седан;передний;Life;1.6 л/102л.с./Бензин
1666;Новый;Renault Logan II Рестайлинг;864 000 ₽;2021;автомат;седан;передний;Life;1.6 л/102л.с./Бензин
1667;Новый;Renault Logan II Рестайлинг Stepway;от 688 200 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/113л.с./Бензин
1668;Новый;Renault Logan II Рестайлинг;от 678 000 ₽;2021;механика;седан;передний;Access;1.6 л/82л.с./Бензин
1669;85 000 км;Renault Logan II Рестайлинг;710 000 ₽;2018;автомат;седан;передний;голубой;1.6 л/102л.с./Бензин
1670;Новый;Renault Logan II Рестайлинг Stepway;от 658 200 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1671;Новый;Renault Logan II Рестайлинг;от 868 000 ₽;2021;механика;седан;передний;Life;1.6 л/113л.с./Бензин
1672;Новый;Renault Logan II Рестайлинг;от 842 000 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
1673;110 500 км;Renault Logan I Рестайлинг;347 000 ₽;2011;механика;седан;передний;бежевый;1.6 л/84л.с./Бензин
1674;Новый;Renault Logan II Рестайлинг;от 838 000 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
1675;Новый;Renault Logan II Рестайлинг;864 000 ₽;2021;автомат;седан;передний;Life;1.6 л/102л.с./Бензин
1676;Новый;Renault Logan II Рестайлинг;от 759 000 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
1677;Новый;Renault Logan II Рестайлинг;779 000 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
1678;Новый;Renault Logan II Рестайлинг Stepway;от 872 000 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/113л.с./Бензин
1679;Новый;Renault Logan II Рестайлинг;683 000 ₽;2021;механика;седан;передний;Access;1.6 л/82л.с./Бензин
1680;Новый;Renault Logan II Рестайлинг;от 614 500 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
1681;Новый;Renault Logan II Рестайлинг;от 678 000 ₽;2021;механика;седан;передний;Access;1.6 л/82л.с./Бензин
1682;Новый;Renault Logan II Рестайлинг;от 799 000 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
1683;119 000 км;Renault Logan I Рестайлинг;300 000 ₽;2011;механика;седан;передний;синий;1.6 л/102л.с./Бензин
1684;Новый;Renault Logan II Рестайлинг;от 799 000 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
1685;Новый;Renault Logan II Рестайлинг;683 000 ₽;2021;механика;седан;передний;Access;1.6 л/82л.с./Бензин
1686;Новый;Renault Logan II Рестайлинг Stepway;от 659 100 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1687;Новый;Renault Logan II Рестайлинг Stepway;от 747 000 ₽;2021;механика;седан;передний;Stepway Drive;1.6 л/113л.с./Бензин
1688;Новый;Renault Logan II Рестайлинг;от 872 000 ₽;2021;механика;седан;передний;Life;1.6 л/113л.с./Бензин
1689;230 000 км;Renault Logan I;279 000 ₽;2009;механика;седан;передний;серый;1.6 л/87л.с./Бензин
1690;Новый;Renault Logan II Рестайлинг;от 663 000 ₽;2021;механика;седан;передний;Access;1.6 л/82л.с./Бензин
1691;Новый;Renault Logan II Рестайлинг;779 000 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
1692;Новый;Renault Logan II Рестайлинг;от 560 500 ₽;2020;механика;седан;передний;Access;1.6 л/82л.с./Бензин
1693;Новый;Renault Logan II Рестайлинг Stepway;от 692 100 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/113л.с./Бензин
1694;35 978 км;Renault Logan II;625 000 ₽;2016;механика;седан;передний;белый;1.6 л/102л.с./Бензин
1695;Новый;Renault Logan II Рестайлинг;864 000 ₽;2021;автомат;седан;передний;Life;1.6 л/102л.с./Бензин
1696;Новый;Renault Logan II Рестайлинг;от 803 000 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
1697;Новый;Renault Logan II Рестайлинг;от 729 000 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
1698;Новый;Renault Logan II Рестайлинг;от 893 000 ₽;2021;автомат;седан;передний;Life;1.6 л/102л.с./Бензин
1699;Новый;Renault Logan II Рестайлинг Stepway;от 731 000 ₽;2021;механика;седан;передний;Stepway Drive;1.6 л/113л.с./Бензин
1700;Новый;Renault Logan II Рестайлинг;779 000 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
1701;Новый;Renault Logan II Рестайлинг Stepway;от 832 000 ₽;2021;вариатор;седан;передний;Stepway Drive City;1.6 л/113л.с./Бензин
1702;Новый;Renault Logan II Рестайлинг Stepway;от 658 000 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1703;Новый;Renault Logan II Рестайлинг Stepway;от 659 100 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1704;Новый;Renault Logan II Рестайлинг Stepway;от 753 000 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1705;Новый;Renault Logan II Рестайлинг Stepway;от 658 000 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1706;123 518 км;Renault Logan I;285 000 ₽;2009;механика;седан;передний;серебристый;1.6 л/87л.с./Бензин
1707;105 418 км;Renault Logan II;589 000 ₽;2017;механика;седан;передний;красный;1.6 л/113л.с./Бензин
1708;Новый;Renault Logan II Рестайлинг Stepway;от 753 000 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1709;Новый;Renault Logan II Рестайлинг Stepway;от 648 000 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1710;80 039 км;Renault Logan II;645 000 ₽;2017;автомат;седан;передний;белый;1.6 л/102л.с./Бензин
1711;10 989 км;Renault Logan II Рестайлинг;795 000 ₽;2019;механика;седан;передний;красный;1.6 л/113л.с./Бензин
1712;44 073 км;Renault Logan II Рестайлинг Stepway;750 000 ₽;2019;механика;седан;передний;белый;1.6 л/82л.с./Бензин
1713;99 990 км;Renault Logan I Рестайлинг;299 900 ₽;2010;механика;седан;передний;бежевый;1.4 л/75л.с./Бензин
1714;Новый;Renault Logan II Рестайлинг;от 660 800 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
1715;146 950 км;Renault Logan I Рестайлинг;310 000 ₽;2011;механика;седан;передний;белый;1.4 л/75л.с./Бензин
1716;42 497 км;Renault Logan II;619 000 ₽;2015;робот;седан;передний;белый;1.6 л/82л.с./Бензин
1717;49 000 км;Renault Logan II;570 000 ₽;2016;механика;седан;передний;чёрный;1.6 л/82л.с./Бензин
1718;85 000 км;Renault Logan I Рестайлинг;330 000 ₽;2011;автомат;седан;передний;серебристый;1.6 л/103л.с./Бензин
1719;198 000 км;Renault Logan II;280 000 ₽;2015;механика;седан;передний;белый;1.6 л/82л.с./Бензин
1720;47 326 км;Renault Logan II Рестайлинг;609 000 ₽;2019;механика;седан;передний;белый;1.6 л/82л.с./Бензин
1721;157 900 км;Renault Logan I Рестайлинг;310 000 ₽;2015;механика;седан;передний;белый;1.4 л/75л.с./Бензин
1722;174 000 км;Renault Logan I Рестайлинг;317 000 ₽;2012;механика;седан;передний;серый;1.6 л/84л.с./Бензин
1723;150 000 км;Renault Logan I Рестайлинг;278 000 ₽;2009;механика;седан;передний;синий;1.6 л/84л.с./Бензин
1724;345 202 км;Renault Logan I Рестайлинг;205 000 ₽;2010;механика;седан;передний;чёрный;1.4 л/75л.с./Бензин
1725;96 661 км;Renault Logan II;444 000 ₽;2015;механика;седан;передний;синий;1.6 л/82л.с./Бензин
1726;Новый;Renault Logan II Рестайлинг;683 000 ₽;2021;механика;седан;передний;Access;1.6 л/82л.с./Бензин
1727;Новый;Renault Logan II Рестайлинг;779 000 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
1728;Новый;Renault Logan II Рестайлинг;779 000 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
1729;229 490 км;Renault Logan I;215 000 ₽;2008;механика;седан;передний;серый;1.6 л/87л.с./Бензин
1730;363 000 км;Renault Logan I;130 000 ₽;2006;механика;седан;передний;синий;1.4 л/75л.с./Бензин
1731;313 000 км;Renault Logan I Рестайлинг;180 000 ₽;2009;механика;седан;передний;красный;1.4 л/75л.с./Бензин
1732;22 536 км;Renault Logan II;589 000 ₽;2018;механика;седан;передний;белый;1.6 л/82л.с./Бензин
